系列,编号,派系,卡牌名称,备用卡牌名称,图片链接,类型,独有,卡牌费用,初始威胁,意志力,攻击力,防御力,生命值,任务点,属性,警戒,远攻,限制,隐匿,厄运,遭遇,守护,协同,种族,规则文字,功能,人数,精神,战术,领导,学识,中立,1352
洛希尔人的誓言,,战术,,阿切特守门人,,盟友,,3,,1,2,0,2,,布理.,,,,,,,,√,,"协同。
响应：在一次无人防御的攻击对你控制的一名英雄造成伤害后，重置【阿切特守门人】并使其获得+1【攻击力】直到阶段结束。",,,,,,,,
洛希尔人的誓言,,战术,,纳图斯隆德的遗物,,附属,,1,,,,,,,"物品.
防具.",,,√,,,,,,,"附属到一名诺多精灵或矮人角色。限制。每名角色限一张。每回合一次，你可以从弃牌堆打出【纳图斯隆德的遗物】。
所附属的角色获得+1【防御力】。
行动：弃除【纳图斯隆德的遗物】以使所附属的角色获得+2【防御力】直到本阶段结束。",,,,,,,,
洛希尔人的誓言,,战术,,继续奋战,,附属,,2,,,,,,,技能.,,,,,,,,,,"附属到一名战士英雄上。
遭遇行动：横置【继续奋战】已重置所附属英雄。",,,,,,,,
洛希尔人的誓言,,战术,,活饵,,事件,,0,,,,,,,陷阱.,,,,,,,,,,"当你控制一个未附属的陷阱附属时才能打出。
行动：选择一个在场的非独有敌军。直到回合结束，将你所选敌军的印刷文本框视为空白（属性除外）。然后，将你控制的一个未附属的陷阱附属附属至该敌军。",,,,,,,,
洛希尔人的誓言,,战术,,念兹在兹,,事件,,0,,,,,,,,,,,,,,,,,战斗行动：弃除你控制的一名洛汗盟友以选择一个敌军。对该敌军造成2点伤害（如果该盟友为独有，则改为4点伤害）。,,,,,,,,
洛希尔人的誓言,,战术,,需求刻不容缓,,事件,,4,,,,,,,,,,,,,,,,,"你每控制一名洛汗英雄，【需求刻不容缓】的打出费用就降低1点。
计划行动：从你的牌库顶的10张卡牌中查找一个印刷费用为2点或更低的卡牌（独有卡牌则改为3点或更低并放置在一旁。将你的卡组洗牌。然后，将放置在一旁的卡牌免费打出，如同其在你的手牌。",,,,,,,,
洛希尔人的誓言,,战术,,拉马斯哨兵,,盟友,,2,,0,2,1,1,,"刚铎.
战士.",,,,,,,,√,,"协同。
你控制的每名英雄资源池中都至少有1点资源时，【拉马斯哨兵】获得：“响应：取消刚分配至一名刚铎角色上的1点伤害。（每阶段限1次。）",,,,,,,,
洛希尔人的誓言,,战术,,比翁的欢迎,,附属,,1,,,,,,,恩惠.,,,,,,,,,,"仅当你控制一名比翁英雄时才能打出。附属至一名英雄。每名英雄限一张。
响应：在你所附属的英雄的资源池中阴支付打出卡牌费用以外原因而花费资源后，横置【比翁的欢迎】以增加1点资源至所附属的英雄的资源池中。",,,,,,,,
洛希尔人的誓言,,战术,,比翁的后代,,事件,,0,,,,,,,,,,,,,,,,,响应：在你控制的一名比翁盟友离场时，该盟友上每有1点伤害，就增加1点资源到比翁英雄的资源池中（至多等于该盟友的印刷生命值）。,,,,,,,,
洛希尔人的誓言,,战术,,比尔那,,盟友,*,3,,2,0,1,3,,比翁一族.,,,,,,,,,比翁一族,行动：横置【比尔那】并花费一点【战术】资源以将一个比翁盟友从你的弃牌堆放置进场。阶段结束时，如果该盟友依然在场或在你的弃牌堆，将其洗回你的牌库。,,,,,,,,
洛希尔人的誓言,,战术,,比翁小马,,盟友,,2,,1,1,1,2,,生物.比翁一族.小马.,,,,,,,,,比翁一族,"不受附属。
响应：在【比翁小马】进场后，弃除你牌库顶的5张卡牌。然后，你可以花费1点【战术】资源以将被本效果弃除的一张卡牌加入你的手牌。",,,,,,,,
洛希尔人的誓言,,战术,,制服,,附属,,1,,,,,,,状态.,,,,,,,,,,"附属到一个与你交锋的受伤敌军。每个敌军限一张。
所附属敌军获得-4【攻击力】。",,,,,,,,
洛希尔人的誓言,,战术,,北方的族长,,附属,*,1,,,,,,,头衔.,,,,,,,,,,"附属到一名游侠英雄或【亚拉冈】。所附属的角色获得战士属性。
行动：横置【北方的族长】以选择一名正在攻击且与所附属角色有一个相同属性的盟友。重置该盟友或使其在本次攻击中获得+1【攻击力】。",,,,,,,,
洛希尔人的誓言,,精神,,摸清地形,,附属,,1,,,,,,,状态.,,,,,,,,,,"附属到一个地区上。
行动：横置一名斥候角色以放置1点进度到所附属的地区上。如果该地区未因本效果探索完毕，你可以将【摸清地形】附属至另一个地区。",,,,,,,,
洛希尔人的誓言,,精神,,猎狗,,盟友,,3,,2,2,0,2,,生物.斥候.,,,,,,,,√,,"协同。不受附属。
响应：在一个有附属的地区探索完毕后，重置【猎狗】。",,,,,,,,
洛希尔人的誓言,,精神,,小汤姆,,盟友,*,1,,1,1,0,1,,哈比人.,,,,,,,,,哈比人,【小汤姆】进场的回合中，所有敌军获得+5交锋值。,,,,,,,,
洛希尔人的誓言,,精神,,四处漂泊的草药大师,,盟友,,2,,1,0,0,1,,登丹人.医者.,,,,,,,,,登丹人,响应：在一位玩家减少其威胁后，治疗你控制的一名角色1点伤害。然后，你可以将【四处漂泊的草药大师】交由另一位玩家控制。（每回合限一次。）,,,,,,,,
洛希尔人的誓言,,精神,,加文,,盟友,*,2,,1,1,0,1,,生物.斥候.,,,,,,,,,,响应：在一张没有“涌现”的遭遇卡牌展示后，横置【加文】以使卡牌获得“涌现”并增加1点资源到一名你控制的斥候英雄的资源池中。如果翻开的下一张遭遇卡牌不是地区，将其弃除，不结算其效果。,,,,,,,,
洛希尔人的誓言,,精神,,马克侍从,,盟友,,1,,0,1,0,1,,洛汗.仆人.,,,,,,,,,,响应：在你控制的一名洛汗盟友从场中弃除后，将【马克侍从】加入胜利点计数区以将该盟友以横置状态放置进场。,,,,,,,,
洛希尔人的誓言,,精神,,拉马斯守望者,,盟友,,2,,1,1,1,1,,"刚铎.
斥候.",,,,,,,,√,刚铎,"协同。
你控制的每名英雄资源池中都至少有1点资源时，【拉马斯守望者】获得+1【意志力】并且指派探险时无需横置。",,,,,,,,
洛希尔人的誓言,,精神,,希优顿,,盟友,*,3,,2,1,0,2,,洛汗.贵族.,,,,,,,,,洛汗,响应：当【希优顿】进场后，补一张牌或增加1点资源到一名贵族英雄的资源池中。,,,,,,,,
洛希尔人的誓言,,精神,,风驰电掣的骏马,,附属,,1,,,,,,,坐骑.,,,√,,,,,,,"附属到一名洛汗英雄。限制。
响应：在你控制的一名角色离场后，横置【风驰电掣的骏马】以重置所附属英雄。然后，如果离场的为独有角色，所附属的英雄获得+1【攻击力】直到回合结束。",,,,,,,,
洛希尔人的誓言,,精神,,精明的斯台多人,,盟友,,1,,1,0,0,1,,布理.,,,,,,,,,布理,响应：在一次无人防御的攻击对你控制的一名英雄造成伤害后，对攻击敌军造成1点伤害。（每阶段限1次。）,,,,,,,,
洛希尔人的誓言,,精神,,布理地区保护者,,盟友,,2,,0,2,1,2,,布理.,,,,,,,,√,布理,"协同。
响应：横置【布理地区的保护者】以取消一次攻击中刚触发的暗影效果并为攻击敌军分发另一张暗影卡牌。如果本次攻击未造成伤害，在本次攻击结束后将【布理地区的保护者】返回其所有者的手牌。",,,,,,,,
洛希尔人的誓言,,精神,,坚强的心,,事件,,,,,,,,,,,,,,,,,,,响应：取消一个在无人防御的攻击中刚触发的暗影效果。在本次攻击对一名英雄造成伤害后，该英雄的控制者可以从该英雄的资源池中花费1点资源以减少自己3点威胁。,,,,,,,,
洛希尔人的誓言,,精神,,先见之明,,附属,,2,,,,,,,状态.,,,,,,,,,,"附属到一名印刷【意志力】至少为2的英雄。
每名英雄限一张。
如果本回合未指派所附属英雄执行任务，其获得+2【防御力】。",,,,,,,,
洛希尔人的誓言,,精神,,漫游的灵魂,,盟友,,0,,0,0,0,0,,诺多精灵.灵魂.,,,,,,,,,诺多精灵,"不能进场。
行动：如果【漫游的灵魂】在你的弃牌堆，将其向上或乡下移动1或2张卡牌。然后，如果其与一张印刷费用为2点或更低的诺多精灵盟友卡牌相邻，你可以花费1点【精神】资源并将【漫游的灵魂】从游戏中移除以将该盟友放置进场。（每回合限一次。）",,,,,,,,
洛希尔人的誓言,,精神,,埃斯泰尔,,附属,*,1,,,,,,,头衔.,,,,,,,,,,"附属到一名登丹人英雄或【亚拉冈】。所附属角色获得诺多精灵属性。
行动：横置【埃斯泰尔】并弃除你的一张手牌以从你的牌库顶的X张卡牌中查找一张卡牌并加入手牌。将你的卡组洗牌。X等于你所附属角色的属性数量。",,,,,,,,
洛希尔人的誓言,,精神,,埃兰迪尔米尔,,附属,*,1,,,,,,,物品.宝物.,,,,,,,√,,,"守护（地区）
附属到一名英雄上。
所附属的角色规则文字中的“每阶段限一次”或“每回合限一次”分别更换为“每阶段限二次”或“每回合限二次”。
行动：横置【亚拉冈】以弃除守护【埃兰迪尔米尔】的地区。然后，将【埃兰迪尔米尔】附属到【亚拉冈】上。",,,,,,,,
洛希尔人的誓言,,学识,,出事了！失火了！敌军来了！,,事件,,2,,,,,,,,,,,√,,,,,,"隐匿1。仅当你未控制战士英雄时才能打出。
行动：选择一个非独有敌军和一项属性（【威胁】、【攻击力】或【防御力】）。直到本阶段结束，将所选择敌军的该项属性降低至0。",,,,,,,,
洛希尔人的誓言,,学识,,品脱,,附属,,2,,,,,,,物品.,,,,,,,,,,"仅当你控制一名独有布理角色时才能打出。
附属到一名英雄上。
行动：横置【品脱】以治疗所附属英雄1点伤害。
行动：弃除【品脱】以治疗所附属英雄5点伤害。",,,,,,,,
洛希尔人的誓言,,学识,,擅于觅食,,附属,,1,,,,,,,技能.,,,,,,,,,,"附属到一名你控制的英雄上。每位玩家限一张。
你的所有英雄均不能通过玩家卡牌效果获得资源。
行动：横置【擅于觅食】以使你本阶段打出的下一张与所附属英雄派系相匹配的卡牌费用降低1点。",,,,,,,,
洛希尔人的誓言,,学识,,半品脱,,附属,,1,,,,,,,物品.,,,,,,,,,,"附属到一名角色上。
恢复行动：弃除【半品脱】以治疗所附属角色至多2点伤害。然后，将一个物品附属从你的弃牌堆放回你的牌库顶。",,,,,,,,
洛希尔人的誓言,,学识,,布理小马,,附属,,1,,,,,,,坐骑.,,,√,,,,,,,"附属到一名布理或哈比人角色上。限制。
所附属角色获得+1【生命值】。
响应：当所附属角色因无人防御的攻击受到伤害时，横置【布理小马】以减少1点受到的伤害。",,,,,,,,
洛希尔人的誓言,,学识,,鲍伯,,盟友,*,2,,1,1,0,2,,哈比人.布理.仆人.,,,,,,,,,哈比人,响应：当【鲍伯】进场后，从你的牌库查找一个坐骑或小马卡牌并加入你的手牌。将你的卡组洗牌。,,,,,,,,
洛希尔人的誓言,,学识,,墨玟·钢泽,,盟友,*,4,,2,0,2,2,,洛汗.贵族.刚铎.,,,,,,,,,洛汗,"行动：将【墨玟·钢泽】从手牌中放置进场。然后，弃除一名你控制的洛汗或刚铎盟友。
响应：在一名洛汗或刚铎盟友离场后，横置【墨玟·钢泽】以治疗一名角色2点伤害或减少你1点威胁。",,,,,,,,
洛希尔人的誓言,,学识,,雄鹿地的动员号角,,附属,*,1,,,,,,,技能.,,,,,,,,,,"附属到一名【学识】或【哈比人】英雄。
响应：在你与一个和胜利店计数区敌军有一个相同属性的敌军交战后，横置【雄鹿地的动员号角】以重置所附属英雄。然后，该敌军获得-1【攻击力】和-1【防御力】直到回合结束。",,,,,,,,
洛希尔人的誓言,,学识,,装有泥土的盒子,,附属,*,1,,,,,,,物品.礼物.,,,,,,,,,,"仅当你控制一名诺多精灵或西尔凡精灵时才能打出。
附属到一名英雄上。
响应：横置【装有泥土的盒子】以选择一个地区，放置1点进度到该地区上并使其获得森林属性直到回合结束。",,,,,,,,
洛希尔人的誓言,,学识,,环伺在侧,,事件,,2,,,,,,,技能.,,,,,,,,,,响应：在你控制的一张陷阱卡牌附属到一个敌军后，将一名游侠盟友从你手中放置进场。,,,,,,,,
洛希尔人的誓言,,学识,,饶它一命,,事件,,0,,,,,,,,,,,,,,,,,响应：在你控制的一张陷阱卡牌附属到一个敌军后，将其返回你的手牌。然后，从你手牌将其免费打出。,,,,,,,,
洛希尔人的誓言,,学识,,深谷防御者,,盟友,,2,,0,0,3,2,,洛汗.,,,,,,,,√,洛汗,"协同。
响应：在【深谷防御者】防御一次攻击后，将攻击敌军返回场景区并对其造成1点伤害。",,,,,,,,
洛希尔人的誓言,,学识,,别再哭了！,,事件,,1,,,,,,,,,,,,,,,,,"胜利点计数区限制三张【别再哭了！】。
响应：在一张阴谋卡牌上的“展示后”效果或暗影效果结算后，将【别再哭了！】加入胜利点计数区以将该阴谋卡牌加入胜利点计数区。",,,,,,,,
洛希尔人的誓言,,学识,,雄鹿地夏警,,盟友,,3,,1,2,0,2,,哈比人.警备队员.,,√,,,,,,√,哈比人,"协同。远攻。
响应：在一个和胜利点计数区敌军有一个相同属性的敌军进入场景区后，花费1点【学识】资源以将【雄鹿地夏警】从你的手牌放置进场，由你控制。",,,,,,,,
洛希尔人的誓言,,学识,,复兴者,,附属,*,1,,,,,,,头衔.,,,,,,,,,,"附属到一名刚铎英雄或【亚拉冈】。所附属角色获得医者属性。
行动：横置【复兴者】以选择一名正在执行任务且与所附属的角色有一个相同属性的盟友。重置该盟友并治疗其1点伤害或使其获得+1【意志力】直到阶段结束。",,,,,,,,
洛希尔人的誓言,,学识,,瑞格拉弥尔之谣,,事件,,5,,,,,,,诺多精灵.矮人.歌谣.,,,,,,,,√,,"协同。
行动：弃除你牌库顶的10张卡牌。选择至多2名因本效果被弃除的不同的诺多精灵或矮人盟友并将其放置进场。每名被选择的盟友必须为2点印刷费用或更低。你可以将因本效果被弃除的任意数量的其他卡牌洗回你的牌库。将【瑞格拉弥尔之谣】从游戏中移除。",,,,,,,,
洛希尔人的誓言,,战术,,法乌尼斯,,英雄,*,,8,2,3,1,3,,"生物.
巨鹰.",,,,,,,,,巨鹰,"不受限制附属。
任务行动：从你手牌打出一个巨鹰盟友。然后，你可以横置该盟友，以指派其执行任务或对场景区一个敌军造成1点伤害。",,,,,,,,
洛希尔人的誓言,,领导,,阿拉戈斯,,英雄,*,,12,3,3,1,4,,"生物.
巨鹰.",,,,,,,,,巨鹰,"不受限制附属。
响应：在一个巨鹰盟友进入一位玩家的游戏区域后，增加1点资源到该玩家控制的一名英雄的资源池中。（每回合限一次。）",,,,,,,,
洛希尔人的誓言,,中立,,亚拉冈,,英雄,*,,12,2,3,2,5,,登丹人.游侠.,,,,,,,,,,"【亚拉冈】获得与他附属的每个头衔附属相匹配的派系资源图标。
准备：从你的收藏中查找一个印刷费用为1的头衔附属并附属至【亚拉冈】。
行动：重置【亚拉冈】附属的一个印刷费用为1点的头衔附属。（每回合限一次。）",,,,,,,,
洛希尔人的誓言,,领导,,盖龙尼尔,,英雄,*,,8,1,1,1,4,,诺多精灵.战士.,,,,,,,,,诺多精灵,"你弃牌堆顶部有牌时，
如果是一张事件，【盖龙尼尔】获得+2【意志力】；
如果是一张盟友，【盖龙尼尔】获得+2【攻击力】；
如果是一张附属，【盖龙尼尔】获得+2【防御力】。",,,,,,,,
洛希尔人的誓言,,精神,,维德法斯特,,英雄,*,,10,2,1,2,3,,"樵夫.
斥候.",,,,,,,,,,"准备：从你收藏中查找一个生物盟友并加入你的手牌。第一回合中，该盟友费用降低2点。
任务行动：如果有一个激活地区，从维德法斯特的资源池中花费1点资源以探索至另一个地区，结算其探索效果。（现在有2个激活地区。）",,,,,,,,
洛希尔人的誓言,,学识,,小胖博哲,,英雄,*,,7,1,1,2,3,,哈比人.,,,,,,,,,哈比人,"准备：减少你2点威胁。
响应：增加你4点威胁并横置【小胖博哲】已取消一张刚从遭遇牌库翻开的非独有敌军卡牌并将其加入胜利点计数区。（玩家以团队为单位，每局游戏限一次。）",,,,,,,,
洛希尔人的誓言,,领导,,印哥,,英雄,*,,10,3,1,2,4,,刚铎.战士.,,,,,,,,,刚铎,响应：在一名刚铎或战士盟友进场并由你控制后，补一张牌。然后，从【印哥】的资源池中花费1点资源或增加你1点威胁。（每阶段限一次。）,,,,,,,,
